time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-15T15:21:59.160Z,40.4708333,-111.939,7.7,0.71,md,8,70,0.01944,0.1,uu,uu60017484,2019-02-15T23:00:33.600Z,"2km S of Bluffdale, Utah",earthquake,0.54,1.04,0.431,4,reviewed,uu,uu
2019-02-15T15:21:44.441Z,61.3524,-150.0929,33.7,1.7,ml,,,,0.71,ak,ak01924bs299,2019-02-15T15:25:33.423Z,"18km NW of Anchorage, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-15T15:21:28.627Z,37.0635,-115.6668,3.6,0.5,ml,4,349.33,0.234,0.1499,nn,nn00677938,2019-02-16T02:05:33.365Z,"55km SW of Alamo, Nevada",earthquake,,91.4,0.19,3,reviewed,nn,nn
2019-02-15T15:16:52.050Z,44.2576667,-114.5476667,4.47,1.5,ml,6,135,0.702,0.43,mb,mb80336004,2019-02-15T21:18:31.049Z,"37km SW of Challis, Idaho",earthquake,2.3,27.31,0.104,5,reviewed,mb,mb
2019-02-15T15:14:15.700Z,40.4656667,-111.9366667,8.39,1.09,md,13,87,0.0168,0.12,uu,uu60312727,2019-02-15T17:00:55.830Z,"2km S of Bluffdale, Utah",earthquake,0.43,0.74,0.265,7,reviewed,uu,uu
2019-02-15T15:12:49.260Z,40.4803333,-111.9423333,6.03,0.53,md,8,67,0.02686,0.13,uu,uu60017479,2019-02-15T22:56:52.780Z,"1km SSW of Bluffdale, Utah",earthquake,0.42,1.02,0.247,6,reviewed,uu,uu
2019-02-15T15:00:25.280Z,38.8346672,-122.8249969,1.82,1.12,md,12,96,0.00908,0.04,nc,nc73142806,2019-02-15T21:51:04.364Z,"9km NW of The Geysers, CA",earthquake,0.35,1.01,0.08,17,automatic,nc,nc
2019-02-15T14:32:17.740Z,46.6471667,-113.2853333,6.28,0.58,ml,8,85,0.237,0.07,mb,mb80335999,2019-02-15T21:11:54.930Z,"35km ESE of Clinton, Montana",earthquake,0.32,1.79,,0,reviewed,mb,mb
2019-02-15T14:30:04.550Z,37.4603333,-118.8401667,4.46,2.07,md,24,132,0.1298,0.04,nc,nc73142711,2019-02-15T19:56:03.734Z,"18km SW of Toms Place, CA",earthquake,0.4,1.76,0.256,25,reviewed,nc,nc
2019-02-15T14:26:53.310Z,40.464,-111.9316667,7.22,0.7,md,7,96,0.01901,0.11,uu,uu60017474,2019-02-15T22:52:13.110Z,"2km SSE of Bluffdale, Utah",earthquake,0.56,1.02,0.199,5,reviewed,uu,uu
2019-02-15T14:20:13.634Z,37.156,-116.3086,3.2,0.3,ml,9,211.23,0.053,0.1795,nn,nn00677937,2019-02-16T02:05:32.000Z,"48km NE of Beatty, Nevada",earthquake,,3.1,0.67,5,reviewed,nn,nn
2019-02-15T14:20:08.319Z,63.3008,-151.0402,4.5,1.6,ml,,,,0.43,ak,ak01924b6c5b,2019-02-15T14:23:12.347Z,"105km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-15T14:18:25.188Z,63.1795,-150.3074,250,2,ml,,,,1.2,ak,ak01924b5y0m,2019-02-15T14:23:12.652Z,"72km WSW of Cantwell, Alaska",earthquake,,2.9,,,automatic,ak,ak
2019-02-15T14:16:00.640Z,38.837,-122.8253333,1.92,1.75,md,37,54,0.008087,0.04,nc,nc73142701,2019-02-16T00:32:04.322Z,"9km NW of The Geysers, CA",earthquake,0.17,0.24,0.281,10,reviewed,nc,nc
2019-02-15T14:13:52.889Z,37.1405,-115.6465,3.3,0.6,ml,21,214.4,0.245,0.1848,nn,nn00677928,2019-02-16T02:05:30.624Z,"49km WSW of Alamo, Nevada",earthquake,,4.9,0.37,13,reviewed,nn,nn
2019-02-15T14:09:38.950Z,19.3855,-155.147171,34.24,1.75,md,35,79,0.02053,0.16,hv,hv70812046,2019-02-15T14:13:50.720Z,"10km ESE of Volcano, Hawaii",earthquake,0.59,0.5,0.13,6,automatic,hv,hv
2019-02-15T14:08:06.720Z,23.7884,121.7514,46.56,4.9,mb,,87,0.409,0.9,us,us2000jifs,2019-02-15T23:52:00.650Z,"25km SE of Hualian, Taiwan",earthquake,3.1,5.2,0.06,87,reviewed,us,us
2019-02-15T14:04:28.252Z,60.3516,-141.2658,10.4,1.7,ml,,,,0.66,ak,ak01924b2y89,2019-02-15T14:07:28.827Z,"71km ENE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-15T14:01:28.693Z,63.3013,-151.0597,0,1.6,ml,,,,0.59,ak,ak01924b2b4f,2019-02-15T14:05:48.201Z,"106km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-15T13:55:15.820Z,40.4638333,-111.939,7.66,1.16,md,14,91,0.01426,0.13,uu,uu60312722,2019-02-15T16:56:46.990Z,"2km S of Bluffdale, Utah",earthquake,0.58,0.74,0.192,8,reviewed,uu,uu
2019-02-15T13:52:04.367Z,61.2392,-144.8808,102.3,1.9,ml,,,,1.11,ak,ak01924arnjk,2019-02-15T13:56:56.186Z,"38km SW of Chitina, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-15T13:52:02.937Z,63.2977,-149.1301,249.9,2.4,ml,,,,0.89,ak,ak01924arngg,2019-02-15T13:55:14.336Z,"13km SW of Cantwell, Alaska",earthquake,,4.1,,,automatic,ak,ak
2019-02-15T13:51:56.049Z,60.6863,-145.1276,250,2,ml,,,,1.02,ak,ak01924arnfo,2019-02-15T13:55:14.634Z,"38km ENE of Cordova, Alaska",earthquake,,3.8,,,automatic,ak,ak
2019-02-15T13:51:43.377Z,59.9551,-151.7666,250,2,ml,,,,0.92,ak,ak01924arlfl,2019-02-15T13:56:55.550Z,"20km N of Anchor Point, Alaska",earthquake,,3.9,,,automatic,ak,ak
2019-02-15T13:51:34.790Z,59.3405,-150.7721,33.1,2.3,ml,,,,1.34,ak,ak01924arnaj,2019-02-15T13:56:55.906Z,"53km SE of Fritz Creek, Alaska",earthquake,,2.2,,,automatic,ak,ak
2019-02-15T13:50:06.600Z,32.7333333,-115.4191667,11.83,1.53,ml,17,92,0.07546,0.22,ci,ci37531882,2019-02-15T18:18:25.073Z,"9km SSW of Holtville, CA",earthquake,0.42,0.6,0.152,10,reviewed,ci,ci
2019-02-15T13:47:17.330Z,40.4585,-111.9366667,8.36,1.05,md,14,112,0.01336,0.1,uu,uu60312712,2019-02-15T16:52:38.250Z,"3km S of Bluffdale, Utah",earthquake,0.37,0.56,0.212,9,reviewed,uu,uu
2019-02-15T13:45:57.920Z,40.4713333,-111.9425,6.95,1.18,md,16,55,0.0185,0.17,uu,uu60312707,2019-02-15T16:46:57.080Z,"2km S of Bluffdale, Utah",earthquake,0.44,0.78,0.206,9,reviewed,uu,uu
2019-02-15T13:43:37.900Z,43.6273333,-110.4811667,4.01,-0.22,ml,3,287,0.09,0.03,mb,mb80335949,2019-02-15T21:08:18.840Z,"28km NE of Jackson, Wyoming",earthquake,2.08,1.75,0.227,2,reviewed,mb,mb
2019-02-15T13:41:41.180Z,32.7296667,-115.4123333,11.86,2.05,ml,33,76,0.0723,0.23,ci,ci37531866,2019-02-15T18:17:00.730Z,"10km SSW of Holtville, CA",earthquake,0.24,0.41,0.166,38,reviewed,ci,ci
2019-02-15T13:40:52.190Z,-15.7655,-174.7833,293.61,5.3,mww,,41,3.443,1.25,us,us2000jif6,2019-02-15T15:36:06.040Z,"112km W of Hihifo, Tonga",earthquake,8.9,4.7,0.073,18,reviewed,us,us
2019-02-15T13:36:46.740Z,38.7866669,-122.7754974,3.51,0.54,md,5,135,0.01168,0.01,nc,nc73142686,2019-02-15T15:33:04.980Z,"2km WNW of The Geysers, CA",earthquake,0.75,1.52,0.03,2,automatic,nc,nc
2019-02-15T13:30:13.467Z,63.4776,-151.094,25.3,1.6,ml,,,,0.98,ak,ak01924an23k,2019-02-15T13:35:30.087Z,"107km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-15T13:22:32.450Z,40.47,-111.931,6.3,0.11,md,5,129,0.0229,0.12,uu,uu60017464,2019-02-15T22:36:47.570Z,"2km SSE of Bluffdale, Utah",earthquake,0.5,1.09,0.319,4,reviewed,uu,uu
2019-02-15T13:21:56.500Z,36.613,-121.2256667,5.79,1.72,md,21,123,0.05243,0.07,nc,nc73142681,2019-02-16T03:04:09.209Z,"12km NW of Pinnacles, CA",earthquake,0.34,0.6,0.202,19,reviewed,nc,nc
2019-02-15T13:21:46.120Z,33.4828333,-116.7883333,4.11,0.35,ml,18,139,0.03112,0.12,ci,ci37206508,2019-02-15T18:10:12.772Z,"8km ENE of Aguanga, CA",earthquake,0.27,0.33,0.032,4,reviewed,ci,ci
2019-02-15T13:21:39.460Z,33.481,-116.7911667,4.16,0.65,ml,29,37,0.03221,0.15,ci,ci37531850,2019-02-15T18:06:53.623Z,"8km ENE of Aguanga, CA",earthquake,0.17,0.39,0.054,8,reviewed,ci,ci
2019-02-15T13:21:36.835Z,61.4665,-149.9532,29.3,1.8,ml,,,,0.73,ak,ak01924al6gk,2019-02-15T13:24:37.805Z,"6km S of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-15T13:20:08.618Z,61.5271,-149.9107,35.3,1.5,ml,,,,0.62,ak,ak01924akwkd,2019-02-15T13:24:37.492Z,"2km ENE of Big Lake, Alaska",earthquake,,6.5,,,automatic,ak,ak
2019-02-15T13:14:44.480Z,33.5173333,-116.7428333,3.9,0.38,ml,14,100,0.04816,0.07,ci,ci37531842,2019-02-15T18:15:50.398Z,"8km WSW of Anza, CA",earthquake,0.21,0.3,0.147,5,reviewed,ci,ci
2019-02-15T13:12:18.460Z,36.6314,-116.2674,9.7,-0.2,ml,5,178.88,0.092,0.1196,nn,nn00677925,2019-02-16T02:05:28.831Z,"53km NNW of Pahrump, Nevada",earthquake,,6,0.57,3,reviewed,nn,nn
2019-02-15T13:06:22.691Z,36.6356,-116.2492,12.9,0.1,ml,7,132.11,0.078,0.1879,nn,nn00677923,2019-02-16T02:05:27.188Z,"53km NNW of Pahrump, Nevada",earthquake,,2.6,0,1,reviewed,nn,nn
2019-02-15T13:04:36.530Z,38.815,-122.8223333,2.4,1.39,md,33,47,0.01273,0.04,nc,nc73142676,2019-02-16T01:05:03.513Z,"7km NW of The Geysers, CA",earthquake,0.15,0.32,0.208,7,reviewed,nc,nc
2019-02-15T13:03:16.100Z,40.4638333,-111.9323333,6.37,0.89,md,15,90,0.01849,0.14,uu,uu60312702,2019-02-15T16:39:43.780Z,"2km S of Bluffdale, Utah",earthquake,0.39,0.74,0.204,10,reviewed,uu,uu
2019-02-15T13:03:10.098Z,59.6189,-152.8928,95.7,1.9,ml,,,,0.42,ak,ak01924ah9i7,2019-02-15T13:06:43.966Z,"62km WSW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-15T12:53:59.155Z,62.3569,-152.4173,138.5,2.3,ml,,,,0.6,ak,ak01924a6nfw,2019-02-15T13:00:32.601Z,"119km W of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-15T12:52:11.960Z,40.468,-111.9376667,7.07,1.07,md,7,79,0.01786,0.09,uu,uu60312697,2019-02-15T16:27:23.620Z,"2km S of Bluffdale, Utah",earthquake,0.65,1.21,0.2,4,reviewed,uu,uu
2019-02-15T12:47:26.930Z,-13.6669,-111.6715,10,4.7,mb,,165,33.62,0.47,us,us2000jieu,2019-02-15T13:09:20.040Z,"Central East Pacific Rise",earthquake,15.5,1.9,0.063,78,reviewed,us,us
2019-02-15T12:46:52.470Z,40.471,-111.9341667,6.73,1.18,md,19,55,0.02187,0.17,uu,uu60312692,2019-02-15T16:23:13.930Z,"2km S of Bluffdale, Utah",earthquake,0.34,0.74,0.327,12,reviewed,uu,uu
2019-02-15T12:45:57.100Z,40.4791667,-111.9271667,5.41,0.85,md,8,100,0.03154,0.1,uu,uu60017459,2019-02-15T22:30:04.680Z,"1km SE of Bluffdale, Utah",earthquake,0.45,1.07,0.347,4,reviewed,uu,uu
2019-02-15T12:45:35.020Z,40.4746667,-111.933,6.1,1.09,md,17,66,0.02524,0.15,uu,uu60312687,2019-02-15T16:11:21.030Z,"1km SSE of Bluffdale, Utah",earthquake,0.36,0.9,0.527,10,reviewed,uu,uu
2019-02-15T12:40:54.810Z,40.467,-111.928,7.19,1.24,md,17,86,0.02294,0.15,uu,uu60312677,2019-02-15T15:45:36.680Z,"2km SSE of Bluffdale, Utah",earthquake,0.4,0.77,0.343,9,reviewed,uu,uu
2019-02-15T12:39:51.820Z,40.4805,-111.9281667,4.2,0.63,md,7,103,0.03211,0.09,uu,uu60017454,2019-02-15T22:23:52.500Z,"1km SE of Bluffdale, Utah",earthquake,0.6,1.41,0.16,5,reviewed,uu,uu
2019-02-15T12:33:44.430Z,40.486,-111.9331667,3.5,0.7,md,12,57,0.03479,0.19,uu,uu60017449,2019-02-15T22:16:08.380Z,"0km SE of Bluffdale, Utah",earthquake,0.46,1.5,0.214,5,reviewed,uu,uu
2019-02-15T12:23:52.200Z,32.7365,-115.417,13.98,2.32,ml,44,65,0.07307,0.25,ci,ci37531818,2019-02-15T18:04:46.870Z,"9km SSW of Holtville, CA",earthquake,0.29,0.49,0.163,25,reviewed,ci,ci
2019-02-15T12:20:40.750Z,40.474,-111.9315,5.93,0.3,md,6,100,0.02546,0.07,uu,uu60017444,2019-02-15T21:57:30.050Z,"1km SSE of Bluffdale, Utah",earthquake,0.56,1.34,0.152,3,reviewed,uu,uu
2019-02-15T12:20:07.540Z,40.4648333,-111.9501667,7.64,0.59,md,8,66,0.01031,0.17,uu,uu60017439,2019-02-15T21:52:50.580Z,"2km SSW of Bluffdale, Utah",earthquake,0.71,1.21,0.312,3,reviewed,uu,uu
2019-02-15T12:14:19.690Z,40.4686667,-111.9335,7.46,1.7,ml,22,60,0.02059,0.15,uu,uu60312672,2019-02-15T23:10:51.397Z,"2km S of Bluffdale, Utah",earthquake,0.3,0.65,0.276,2,reviewed,uu,uu
2019-02-15T12:13:19.740Z,32.7363333,-115.416,11.7,2.18,ml,33,66,0.07352,0.25,ci,ci37531810,2019-02-15T17:52:35.900Z,"9km SSW of Holtville, CA",earthquake,0.31,0.48,0.174,26,reviewed,ci,ci
2019-02-15T12:13:19.340Z,40.477,-111.9391667,5.71,0.54,md,11,59,0.0247,0.11,uu,uu60017434,2019-02-15T21:35:19.190Z,"1km S of Bluffdale, Utah",earthquake,0.56,1.22,0.102,4,reviewed,uu,uu
2019-02-15T12:12:25.570Z,32.722,-115.41,16.18,1.76,ml,21,84,0.067,0.27,ci,ci37531802,2019-02-15T20:15:04.969Z,"10km NE of Mexicali, B.C., MX",earthquake,0.41,0.66,0.125,21,reviewed,ci,ci
2019-02-15T12:11:57.960Z,40.4688333,-111.936,7.56,2.19,md,26,56,0.01934,0.17,uu,uu60017384,2019-02-15T18:46:40.720Z,"2km S of Bluffdale, Utah",earthquake,0.32,0.77,0.432,16,reviewed,uu,uu
2019-02-15T12:09:51.250Z,40.4631667,-111.948,8.59,3.7,ml,51,28,0.009325,0.21,uu,uu60312667,2019-02-18T10:26:13.158Z,"2km S of Bluffdale, Utah",earthquake,0.31,0.42,0.216,21,reviewed,uu,uu
2019-02-15T12:09:51.230Z,32.7323333,-115.4096667,11.85,1.58,ml,19,75,0.07177,0.15,ci,ci37531794,2019-02-15T17:35:38.770Z,"9km SSW of Holtville, CA",earthquake,0.32,0.4,0.14,13,reviewed,ci,ci
2019-02-15T12:09:31.320Z,40.4726667,-111.9341667,6.26,0.48,md,10,71,0.02313,0.11,uu,uu60017429,2019-02-15T21:23:59.600Z,"1km SSE of Bluffdale, Utah",earthquake,0.38,0.86,0.133,4,reviewed,uu,uu
2019-02-15T12:02:52.370Z,32.7336667,-115.4138333,13.59,1.45,ml,18,73,0.07545,0.21,ci,ci37531786,2019-02-15T17:12:21.159Z,"9km SSW of Holtville, CA",earthquake,0.42,0.79,0.172,9,reviewed,ci,ci
2019-02-15T12:02:50.770Z,40.4641667,-111.9443333,8.76,3.18,ml,48,28,0.01166,0.2,uu,uu60312662,2019-02-18T03:53:17.687Z,"2km S of Bluffdale, Utah",earthquake,0.3,0.39,0.198,16,reviewed,uu,uu
2019-02-15T12:01:30.560Z,32.7376667,-115.4166667,12.36,1.59,ml,23,70,0.07208,0.25,ci,ci37531778,2019-02-15T18:02:48.593Z,"9km SSW of Holtville, CA",earthquake,0.39,0.77,0.161,13,reviewed,ci,ci
2019-02-15T11:59:10.195Z,60.76,-151.5319,67.2,1.5,ml,,,,0.31,ak,ak019249mees,2019-02-15T12:03:22.274Z,"15km WNW of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2019-02-15T11:56:13.500Z,32.7223333,-115.3976667,13.57,1.23,ml,11,84,0.05794,0.31,ci,ci37206500,2019-02-15T18:21:44.441Z,"10km S of Holtville, CA",earthquake,0.65,1.33,0.111,9,reviewed,ci,ci
2019-02-15T11:55:37.400Z,32.7451667,-115.423,11.46,1.79,ml,24,62,0.06324,0.23,ci,ci37531770,2019-02-15T17:52:27.383Z,"8km SSW of Holtville, CA",earthquake,0.34,0.5,0.189,26,reviewed,ci,ci
2019-02-15T11:50:17.195Z,62.8762,-151.2548,112.9,1.9,ml,,,,0.74,ak,ak019249khhz,2019-02-15T11:53:30.162Z,"85km NW of Talkeetna, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-02-15T11:44:15.990Z,32.7356667,-115.4186667,8.29,1.39,ml,18,71,0.07339,0.29,ci,ci37206492,2019-02-15T17:37:16.802Z,"9km SSW of Holtville, CA",earthquake,0.49,1.15,0.141,13,reviewed,ci,ci
2019-02-15T11:43:58.330Z,38.836,-122.803,1.74,1.11,md,22,59,0.01017,0.04,nc,nc73142666,2019-02-15T18:18:02.946Z,"7km WNW of Cobb, CA",earthquake,0.16,0.35,0.111,5,reviewed,nc,nc
2019-02-15T11:43:32.230Z,32.7336667,-115.422,11.7,2.17,ml,22,72,0.07444,0.22,ci,ci37531762,2019-02-15T17:30:50.503Z,"9km NE of Calexico, CA",earthquake,0.27,0.49,0.194,7,reviewed,ci,ci
2019-02-15T11:43:03.590Z,32.7155,-115.4095,1.37,2.01,ml,20,87,0.06409,0.32,ci,ci37206476,2019-02-15T17:14:10.477Z,"9km NE of Mexicali, B.C., MX",earthquake,0.59,1.37,0.089,21,reviewed,ci,ci
2019-02-15T11:43:01.430Z,32.7366667,-115.4186667,10.7,1.93,ml,24,64,0.07245,0.2,ci,ci37531754,2019-02-15T17:05:46.766Z,"9km SSW of Holtville, CA",earthquake,0.27,0.49,0.162,29,reviewed,ci,ci
2019-02-15T11:42:38.950Z,32.732,-115.4116667,7.79,1.55,ml,14,74,0.07302,0.23,ci,ci37206324,2019-02-15T16:47:47.151Z,"9km SSW of Holtville, CA",earthquake,0.43,1.03,0.12,9,reviewed,ci,ci
2019-02-15T11:42:29.370Z,32.7265,-115.423,5.82,1.64,ml,14,77,0.07882,0.21,ci,ci37206316,2019-02-15T16:36:25.973Z,"9km NE of Calexico, CA",earthquake,0.4,0.75,0.141,11,reviewed,ci,ci
2019-02-15T11:42:14.890Z,32.7303333,-115.412,11.8,2.26,ml,22,76,0.07239,0.23,ci,ci37531746,2019-02-15T16:25:35.819Z,"10km SSW of Holtville, CA",earthquake,0.36,0.53,0.212,6,reviewed,ci,ci
2019-02-15T11:41:42.780Z,32.7385,-115.4138333,10.35,1.96,ml,23,69,0.07219,0.21,ci,ci37531738,2019-02-15T16:13:43.140Z,"9km SSW of Holtville, CA",earthquake,0.27,0.62,0.17,33,reviewed,ci,ci
2019-02-15T11:41:29.410Z,32.7338333,-115.4158333,11.78,2,ml,28,66,0.07591,0.22,ci,ci37531730,2019-02-15T16:09:39.999Z,"9km SSW of Holtville, CA",earthquake,0.25,0.41,0.13,32,reviewed,ci,ci
2019-02-15T11:41:20.110Z,40.4633333,-111.9353333,6.45,0.46,md,9,97,0.01626,0.14,uu,uu60017424,2019-02-15T21:09:04.780Z,"2km S of Bluffdale, Utah",earthquake,0.51,0.92,0.288,3,reviewed,uu,uu
2019-02-15T11:33:21.656Z,63.3284,-151.0553,2.5,2.3,ml,,,,0.89,ak,ak019249gun6,2019-02-15T11:38:17.390Z,"105km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-15T11:32:41.310Z,38.8408318,-122.8286667,1.9,0.94,md,14,80,0.005778,0.01,nc,nc73142661,2019-02-15T11:48:03.698Z,"9km WNW of Cobb, CA",earthquake,0.29,0.57,0.07,2,automatic,nc,nc
2019-02-15T11:20:56.506Z,39.1725,-119.6078,5.7,1.1,ml,10,104.83,0.084,0.1328,nn,nn00677879,2019-02-16T02:05:09.712Z,"7km S of Dayton, Nevada",earthquake,,2.5,0.18,3,reviewed,nn,nn
2019-02-15T11:16:49.030Z,32.7395,-115.4178333,10.32,1.63,ml,21,68,0.07002,0.2,ci,ci37531722,2019-02-15T15:55:17.190Z,"9km SSW of Holtville, CA",earthquake,0.3,0.6,0.206,15,reviewed,ci,ci
2019-02-15T11:05:43.403Z,37.106,-115.6472,12.8,0.3,ml,4,349.73,0.243,0.1142,nn,nn00677921,2019-02-16T02:05:24.518Z,"51km SW of Alamo, Nevada",earthquake,,24.4,0.32,2,reviewed,nn,nn
2019-02-15T11:03:10.650Z,38.8255005,-122.8111649,1.04,1.13,md,18,47,0.002269,0.05,nc,nc73142656,2019-02-15T13:48:04.388Z,"7km NW of The Geysers, CA",earthquake,0.22,0.55,0.01,2,automatic,nc,nc
2019-02-15T10:59:55.368Z,37.1026,-115.7075,12.6,0.2,ml,5,333.52,0.196,0.2027,nn,nn00677920,2019-02-16T02:05:23.211Z,"56km WSW of Alamo, Nevada",earthquake,,16.4,0.05,2,reviewed,nn,nn
2019-02-15T10:58:39.750Z,32.7421667,-115.4206667,10.5,1.59,ml,16,66,0.06671,0.16,ci,ci37531714,2019-02-15T15:38:38.578Z,"9km SSW of Holtville, CA",earthquake,0.28,0.56,0.168,8,reviewed,ci,ci
2019-02-15T10:56:42.949Z,37.0947,-115.6281,8.8,0.5,ml,6,339.39,0.259,0.1708,nn,nn00677919,2019-02-16T02:05:21.921Z,"50km SW of Alamo, Nevada",earthquake,,35.6,0.09,3,reviewed,nn,nn
2019-02-15T10:54:04.151Z,37.1538,-115.6267,8.9,1.2,ml,36,101.51,0.262,0.1371,nn,nn00677876,2019-02-16T02:05:04.994Z,"47km WSW of Alamo, Nevada",earthquake,,4.2,0.18,21,reviewed,nn,nn
2019-02-15T10:41:09.700Z,38.8328323,-122.8083344,2.68,0.88,md,14,63,0.009521,0.03,nc,nc73142646,2019-02-15T11:04:05.461Z,"8km W of Cobb, CA",earthquake,0.38,1.02,,1,automatic,nc,nc
2019-02-15T10:35:06.800Z,37.3718333,-119.0138333,2.88,1.31,md,15,160,0.2284,0.03,nc,nc73142641,2019-02-15T18:58:04.172Z,"30km S of Mammoth Lakes, CA",earthquake,0.37,4.63,0.397,15,reviewed,nc,nc
2019-02-15T10:18:02.090Z,40.4738333,-111.9348333,6.33,0.83,md,12,67,0.02373,0.14,uu,uu60312652,2019-02-15T18:43:25.170Z,"1km S of Bluffdale, Utah",earthquake,0.42,1.29,0.348,6,reviewed,uu,uu
2019-02-15T10:15:28.140Z,18.1058,-66.3238,20,1.87,md,8,139,0.1738,0.27,pr,pr2019046010,2019-02-15T13:05:29.270Z,"4km NE of Coamo, Puerto Rico",earthquake,0.91,2.21,0.5,6,reviewed,pr,pr
2019-02-15T10:11:26.990Z,33.4476667,-116.537,6.7,1.04,ml,44,87,0.07191,0.16,ci,ci37531706,2019-02-15T15:35:21.005Z,"17km SE of Anza, CA",earthquake,0.2,0.36,0.147,21,reviewed,ci,ci
2019-02-15T10:01:44.600Z,34.131,-117.018,9.09,1.79,ml,60,31,0.07091,0.2,ci,ci37531698,2019-02-15T14:40:34.790Z,"11km NNE of Yucaipa, CA",earthquake,0.19,0.58,0.211,24,reviewed,ci,ci
2019-02-15T09:55:37.240Z,19.2391,-66.4523,30,2.79,md,4,326,0.942,0.21,pr,pr2019046009,2019-02-15T13:02:13.791Z,"86km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.08,16.86,0.07,2,reviewed,pr,pr
2019-02-15T09:36:58.450Z,43.1468333,-111.41,5,2.42,ml,10,150,0.444,0.16,mb,mb80335939,2019-02-15T21:04:12.700Z,"53km WSW of Hoback, Wyoming",earthquake,0.54,31.61,0.192,8,reviewed,mb,mb
2019-02-15T09:36:22.431Z,61.5097,-149.9498,33.2,1.8,ml,,,,0.65,ak,ak019248amo1,2019-02-15T09:41:07.035Z,"1km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-15T09:18:33.690Z,43.1595,-111.4178333,5,2.32,ml,14,150,0.458,0.3,mb,mb80335934,2019-02-15T20:45:53.940Z,"53km WSW of Hoback, Wyoming",earthquake,0.85,31.61,0.111,15,reviewed,mb,mb
2019-02-15T09:01:46.530Z,38.8289986,-122.7916641,1.11,0.56,md,7,67,0.009453,0.04,nc,nc73142631,2019-02-15T09:42:04.005Z,"6km W of Cobb, CA",earthquake,0.36,1.22,,1,automatic,nc,nc
2019-02-15T08:51:51.037Z,60.0769,-152.9156,104.1,1.7,ml,,,,0.52,ak,ak019247sgzf,2019-02-15T08:57:09.033Z,"46km SSW of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-15T08:47:14.820Z,38.8113333,-122.826,1.92,0.25,md,19,81,0.01259,0.03,nc,nc73142626,2019-02-15T23:05:03.802Z,"7km WNW of The Geysers, CA",earthquake,0.25,0.37,,1,reviewed,nc,nc
2019-02-15T08:43:16.050Z,37.3763333,-119.0295,5.4,2.41,md,26,89,0.2223,0.17,nc,nc73142621,2019-02-15T18:33:05.191Z,"29km S of Mammoth Lakes, CA",earthquake,0.42,5.98,0.29,25,reviewed,nc,nc
2019-02-15T08:28:15.930Z,33.4425,-116.6383333,6.2,0.65,ml,21,91,0.05443,0.12,ci,ci37531682,2019-02-15T14:39:58.801Z,"13km SSE of Anza, CA",earthquake,0.23,0.5,0.105,12,reviewed,ci,ci
2019-02-15T08:23:13.950Z,61.0501,-151.9248,90.3,1.9,ml,,,,0.56,ak,ak019247me2g,2019-02-15T08:40:11.040Z,"70km NW of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-15T08:22:03.650Z,36.542,-112.7821,10.01,2.5,ml,,83,0.411,0.38,us,us2000jic8,2019-02-16T02:04:54.708Z,"50km SSW of Fredonia, Arizona",earthquake,1.6,8.9,0.05,52,reviewed,us,us
2019-02-15T08:20:32.500Z,40.4598333,-111.9273333,7.34,0.1,md,8,109,0.02058,0.12,uu,uu60017419,2019-02-15T20:56:43.650Z,"3km SSE of Bluffdale, Utah",earthquake,0.64,1.09,0.267,5,reviewed,uu,uu
2019-02-15T08:20:19.870Z,38.7878333,-122.7753333,1.37,0.31,md,18,79,0.01119,0.03,nc,nc73142616,2019-02-15T22:55:03.748Z,"2km NW of The Geysers, CA",earthquake,0.22,0.37,0.002,3,reviewed,nc,nc
2019-02-15T08:13:48.530Z,38.804,-111.3835,3.56,1.07,md,9,168,0.03949,0.07,uu,uu60312632,2019-02-15T20:09:58.540Z,"38km SW of Ferron, Utah",earthquake,0.51,0.64,0.345,5,reviewed,uu,uu
2019-02-15T08:05:52.140Z,33.0351667,-116.4388333,5.27,1.54,ml,47,66,0.1406,0.18,ci,ci37531674,2019-02-15T14:40:04.051Z,"16km ESE of Julian, CA",earthquake,0.28,1.35,0.147,26,reviewed,ci,ci
