time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-14T19:48:35.779Z,61.506,-149.9374,32.2,1.8,ml,,,,0.89,ak,ak01922qs7uh,2019-02-14T19:53:38.366Z,"1km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-14T19:41:32.140Z,38.8495,-111.418,0.05,1.88,ml,19,114,0.06954,0.07,uu,uu60312517,2019-02-14T21:07:54.260Z,"36km SW of Ferron, Utah",earthquake,0.35,0.8,0.242,4,reviewed,uu,uu
2019-02-14T19:34:40.982Z,60.1947,-140.9896,17.7,1.4,ml,,,,0.65,ak,ak01922qp882,2019-02-14T19:47:06.127Z,"81km E of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-14T19:16:31.790Z,38.7893333,-122.7171667,2.54,0.44,md,12,105,0.002925,0.08,nc,nc73142381,2019-02-15T02:40:05.638Z,"3km NW of Anderson Springs, CA",earthquake,0.35,0.39,,1,reviewed,nc,nc
2019-02-14T18:53:15.190Z,45.7435,151.0561,64.21,4.6,mb,,184,5.87,1.15,us,us2000ji3c,2019-02-14T22:29:46.040Z,"254km ENE of Kuril'sk, Russia",earthquake,11.9,7.3,0.086,40,reviewed,us,us
2019-02-14T18:48:50.506Z,61.5097,-149.9506,31.1,1.7,ml,,,,0.99,ak,ak01922q6tdm,2019-02-14T19:00:45.897Z,"1km S of Big Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-14T18:41:25.820Z,40.4355,-121.393,-0.82,0.96,md,5,272,0.04516,0.06,nc,nc73142386,2019-02-14T21:19:03.663Z,"17km ENE of Mineral, CA",earthquake,0.44,0.38,0.069,5,reviewed,nc,nc
2019-02-14T18:34:22.710Z,45.1755,-112.4261667,-2,1.03,ml,9,107,0.222,0.23,mb,mb80335844,2019-02-14T19:04:09.190Z,"17km ESE of Dillon, Montana",quarry blast,0.76,31.61,0.155,5,reviewed,mb,mb
2019-02-14T18:34:01.470Z,33.4901667,-116.7881667,5.23,0.64,ml,18,96,0.02437,0.1,ci,ci37531106,2019-02-14T20:22:26.008Z,"9km NE of Aguanga, CA",earthquake,0.21,0.37,0.087,7,reviewed,ci,ci
2019-02-14T18:13:58.740Z,38.8356667,-122.8079987,2.02,0.35,md,6,106,0.01236,0.02,nc,nc73141905,2019-02-14T20:26:03.684Z,"8km WNW of Cobb, CA",earthquake,0.56,2.01,,1,automatic,nc,nc
2019-02-14T18:09:24.820Z,45.867,-111.3561667,4.82,1.34,ml,12,89,0.301,0.16,mb,mb80335834,2019-02-14T18:22:52.000Z,"2km WNW of Manhattan, Montana",earthquake,0.56,9.71,0.061,3,reviewed,mb,mb
2019-02-14T18:03:41.691Z,60.6962,-152.6859,14.1,0.7,ml,,,,0.44,ak,ak01922px5fu,2019-02-14T18:06:55.191Z,"23km N of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-14T18:02:52.186Z,61.3648,-150.0141,33.4,1.7,ml,,,,0.51,ak,ak01922pwykf,2019-02-14T18:08:35.807Z,"17km NNW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-14T18:00:38.980Z,38.6568333,-112.6085,-0.11,1.74,md,13,75,0.1349,0.2,uu,uu60312492,2019-02-14T20:38:07.030Z,"42km N of Beaver, Utah",earthquake,0.59,0.94,0.185,10,reviewed,uu,uu
2019-02-14T17:59:41.500Z,35.6506667,-118.1546667,10.8,1.34,ml,12,99,0.0844,0.12,ci,ci37531066,2019-02-14T18:17:33.860Z,"27km ESE of Kernville, CA",earthquake,0.34,0.59,0.221,12,reviewed,ci,ci
2019-02-14T17:55:41.210Z,18.555,-66.8095,15,2.36,md,5,258,0.2156,0.53,pr,pr2019045008,2019-02-14T19:04:54.994Z,"7km NNE of Hatillo, Puerto Rico",earthquake,2.73,4.98,0.35,4,reviewed,pr,pr
2019-02-14T17:43:43.920Z,38.8061667,-122.8081667,1.5,1.5,md,38,48,0.01021,0.05,nc,nc73141880,2019-02-15T03:51:05.105Z,"6km NW of The Geysers, CA",earthquake,0.14,0.23,0.272,11,reviewed,nc,nc
2019-02-14T17:43:41.090Z,38.8073333,-122.8118333,1.64,1,md,24,56,0.01293,0.04,nc,nc73141885,2019-02-15T00:17:04.672Z,"6km NW of The Geysers, CA",earthquake,0.21,0.36,0.407,3,reviewed,nc,nc
2019-02-14T17:28:47.810Z,38.6721667,-112.6171667,6.2,1.67,md,4,184,0.1471,0.03,uu,uu60312487,2019-02-14T18:11:39.920Z,"41km SW of Fillmore, Utah",earthquake,1.48,4.1,0.279,4,reviewed,uu,uu
2019-02-14T17:21:09.990Z,36.2866667,-120.8578333,8.26,2.12,md,22,176,0.08413,0.07,nc,nc73141855,2019-02-15T04:22:03.112Z,"22km SW of New Idria, CA",earthquake,0.3,0.5,0.221,23,reviewed,nc,nc
2019-02-14T17:17:03.130Z,43.045,-111.4545,0.72,1.65,ml,9,137,0.382,0.38,mb,mb80335804,2019-02-14T18:37:37.770Z,"45km NNE of Soda Springs, Idaho",earthquake,1.76,7.59,0.202,9,reviewed,mb,mb
2019-02-14T17:16:54.680Z,38.8435,-111.4465,4.26,1.82,md,5,141,0.06587,0.09,uu,uu60312482,2019-02-14T18:07:00.450Z,"38km ESE of Salina, Utah",earthquake,1.06,3.08,0.244,4,reviewed,uu,uu
2019-02-14T17:13:40.434Z,64.6306,-149.6181,19,1.5,ml,,,,0.37,ak,ak01922pdtn3,2019-02-14T17:19:25.800Z,"24km WNW of North Nenana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-14T17:02:04.737Z,64.2949,-148.344,16.6,1.1,ml,,,,0.32,ak,ak01922pbfay,2019-02-14T17:08:03.231Z,"48km SE of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-14T17:00:43.917Z,60.5775,-147.8489,17.5,2.2,ml,,,,0.55,ak,ak01922pb2w7,2019-02-14T17:04:11.583Z,"50km ESE of Whittier, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-14T16:52:34.640Z,19.201,-155.512,34.29,2.34,ml,57,81,0.03755,0.09,hv,hv70811146,2019-02-14T19:21:24.420Z,"3km W of Pahala, Hawaii",earthquake,0.42,0.53,0.177,21,reviewed,hv,hv
2019-02-14T16:42:10.450Z,33.5345,-116.71,2.46,1.52,ml,37,35,0.03833,0.2,ci,ci37531042,2019-02-14T17:00:40.450Z,"4km SW of Anza, CA",earthquake,0.22,0.26,0.159,27,reviewed,ci,ci
2019-02-14T16:17:09.700Z,38.81,-122.8346667,1.75,0.27,md,5,142,0.006511,0.02,nc,nc73141845,2019-02-15T02:54:09.122Z,"8km WNW of The Geysers, CA",earthquake,1.31,0.83,,1,reviewed,nc,nc
2019-02-14T16:15:29.210Z,62.1341,-150.1062,12.7,1.6,ml,,,,0.83,ak,ak01922ostz9,2019-02-14T16:25:24.387Z,"13km WSW of Y, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-14T16:08:36.930Z,47.5025,-122.199,4.29,1.16,ml,10,143,,0.31,uw,uw61511756,2019-02-14T16:55:13.190Z,"2km NNE of Renton, Washington",earthquake,0.92,24.4,0.177791500438493,5,reviewed,uw,uw
2019-02-14T15:57:19.300Z,18.9235,-155.5336667,36,1.98,md,36,255,0.1387,0.12,hv,hv70811091,2019-02-15T00:00:19.560Z,"29km ESE of Hawaiian Ocean View, Hawaii",earthquake,0.74,0.69,0.038,18,reviewed,hv,hv
2019-02-14T15:48:23.610Z,38.7851667,-122.7313333,1.83,1.14,md,27,75,0.004634,0.07,nc,nc73141840,2019-02-15T20:22:03.873Z,"2km ENE of The Geysers, CA",earthquake,0.22,0.35,0.12,6,reviewed,nc,nc
2019-02-14T15:43:29.920Z,38.8505,-111.407,-0.73,1.62,ml,10,122,0.07159,0.07,uu,uu60312477,2019-02-14T16:01:26.830Z,"35km SW of Ferron, Utah",earthquake,0.44,0.6,0.147,3,reviewed,uu,uu
2019-02-14T15:12:02.290Z,33.5296667,-116.7121667,2.7,1,ml,24,41,0.04136,0.08,ci,ci37531002,2019-02-14T20:19:23.295Z,"5km SW of Anza, CA",earthquake,0.12,0.12,0.092,13,reviewed,ci,ci
2019-02-14T15:09:21.336Z,59.7826,-150.4546,40.2,2.1,ml,,,,0.59,ak,ak01922o63b1,2019-02-14T15:13:51.198Z,"47km E of Fritz Creek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-14T14:43:46.150Z,18.208,-68.4418,102,3.12,md,6,206,0.9786,0.45,pr,pr2019045007,2019-02-14T17:11:31.244Z,"25km SE of Boca de Yuma, Dominican Republic",earthquake,6.14,3.77,0.47,4,reviewed,pr,pr
2019-02-14T14:41:04.480Z,38.841,-111.421,3.52,1.67,md,5,194,0.06095,0.04,uu,uu60312467,2019-02-14T23:08:56.920Z,"37km SW of Ferron, Utah",earthquake,0.67,2.82,0.327,5,reviewed,uu,uu
2019-02-14T14:33:16.900Z,-12.1848,-74.3304,10,5.4,mww,,149,4.707,0.79,us,us2000jhyq,2019-02-15T17:12:30.040Z,"66km ENE of Pampas, Peru",earthquake,3.5,1.9,0.075,17,reviewed,us,us
2019-02-14T14:28:22.600Z,34.2585,-118.6208333,6.2,1.95,ml,41,45,0.0458,0.23,ci,ci37530970,2019-02-14T22:31:09.286Z,"2km W of Chatsworth, CA",earthquake,0.22,0.53,0.148,44,reviewed,ci,ci
2019-02-14T14:27:52.360Z,33.487,-116.7938333,5.58,1.39,ml,20,69,0.02588,0.15,ci,ci37530962,2019-02-14T14:42:51.061Z,"8km NE of Aguanga, CA",earthquake,0.28,0.65,0.396,7,reviewed,ci,ci
2019-02-14T14:27:17.060Z,33.4823333,-116.7968333,4.48,2.18,ml,97,21,0.0301,0.22,ci,ci37530954,2019-02-14T19:42:03.310Z,"8km NE of Aguanga, CA",earthquake,0.12,0.31,0.121,82,reviewed,ci,ci
2019-02-14T14:24:11.500Z,44.8653333,-113.775,22.26,1.29,ml,7,168,0.61,0.17,mb,mb80335839,2019-02-14T18:59:02.880Z,"35km SSE of Salmon, Idaho",earthquake,1.71,2.04,0.26,6,reviewed,mb,mb
2019-02-14T14:23:00.720Z,44.8495,-113.8135,7.58,1.25,ml,7,170,0.608,0.52,mb,mb80335829,2019-02-14T18:58:58.700Z,"36km S of Salmon, Idaho",earthquake,4.63,8.64,0.21,4,reviewed,mb,mb
2019-02-14T14:22:00.133Z,61.4199,-150.0813,34.8,1.6,ml,,,,0.42,ak,ak01922nnega,2019-02-14T14:25:22.046Z,"13km SSW of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-14T13:42:46.110Z,-3.2033,-80.6773,10,4.7,mb,,94,4.078,0.77,us,us2000jhy7,2019-02-14T15:33:22.040Z,"47km NNW of Tumbes, Peru",earthquake,9.7,1.9,0.085,42,reviewed,us,us
2019-02-14T13:39:35.210Z,33.5338333,-116.7071667,1.88,1.03,ml,31,37,0.0403,0.23,ci,ci37530930,2019-02-14T14:21:11.650Z,"4km SW of Anza, CA",earthquake,0.27,0.35,0.139,23,reviewed,ci,ci
2019-02-14T13:23:12.160Z,38.7786667,-122.7235,1.73,2.06,md,28,65,0.0113,0.05,nc,nc73141825,2019-02-15T21:41:10.299Z,"3km W of Anderson Springs, CA",earthquake,0.22,0.33,0.139,6,reviewed,nc,nc
2019-02-14T13:11:34.025Z,37.1084,-115.6984,18.5,0.6,ml,10,314.62,0.203,0.1229,nn,nn00677828,2019-02-14T19:30:08.571Z,"55km WSW of Alamo, Nevada",earthquake,,6.5,0.28,5,reviewed,nn,nn
2019-02-14T13:06:07.820Z,19.4048328,-155.2821655,-0.11,1.91,md,19,36,0.01238,0.09,hv,hv70810911,2019-02-14T13:09:18.310Z,"5km WSW of Volcano, Hawaii",earthquake,0.14,0.21,0.21,17,automatic,hv,hv
2019-02-14T13:03:33.200Z,44.8443333,-111.4596667,10,1.14,ml,17,59,0.186,0.16,mb,mb80335789,2019-02-14T15:16:21.630Z,"34km NW of West Yellowstone, Montana",earthquake,0.42,0.85,0.154,9,reviewed,mb,mb
2019-02-14T13:01:46.930Z,51.8248,-174.0951,76.57,4.1,mb,,187,0.382,1.18,us,us2000jhxt,2019-02-14T19:50:16.937Z,"41km S of Atka, Alaska",earthquake,13.6,16.2,0.069,57,reviewed,us,us
2019-02-14T12:56:08.279Z,37.1427,-115.5939,0,0.8,ml,14,318.14,0.287,0.155,nn,nn00677827,2019-02-14T19:17:49.180Z,"45km WSW of Alamo, Nevada",earthquake,,0,0.19,4,reviewed,nn,nn
2019-02-14T12:45:53.110Z,38.79,-122.7756667,0.85,0.49,md,12,97,0.01009,0.03,nc,nc73141815,2019-02-15T01:31:50.377Z,"2km NW of The Geysers, CA",earthquake,0.42,0.65,0.162,2,reviewed,nc,nc
2019-02-14T12:29:06.630Z,38.845,-111.3993333,-0.72,1.75,md,10,129,0.06763,0.2,uu,uu60312457,2019-02-14T22:41:42.710Z,"35km SW of Ferron, Utah",earthquake,0.81,0.9,0.234,8,reviewed,uu,uu
2019-02-14T12:27:17.610Z,37.6406667,-118.8096667,2.2,1.52,md,14,204,0.02098,0.05,nc,nc73141810,2019-02-14T17:45:04.726Z,"14km NW of Toms Place, CA",earthquake,0.58,0.56,0.21,13,reviewed,nc,nc
2019-02-14T12:03:05.165Z,61.2597,-150.6307,49.7,1.6,ml,,,,0.29,ak,ak01922mch10,2019-02-14T12:06:07.137Z,"39km W of Anchorage, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-02-14T12:02:29.566Z,36.6027,-117.0673,5.4,0.1,ml,5,293.57,0.142,0.2159,nn,nn00677826,2019-02-14T19:08:33.973Z,"43km SW of Beatty, Nevada",earthquake,,4.8,0.23,3,reviewed,nn,nn
2019-02-14T11:58:36.250Z,61.5176,-150.0556,39.6,1.7,ml,,,,0.76,ak,ak01922m2w70,2019-02-14T12:07:47.756Z,"5km W of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-14T11:57:11.040Z,9.8017,126.4365,32.62,4.7,mb,,73,2.843,1.12,us,us2000jhwk,2019-02-14T18:58:10.302Z,"30km E of General Luna, Philippines",earthquake,5.4,6.1,0.073,56,reviewed,us,us
2019-02-14T11:42:14.470Z,33.5145,-116.7486667,3.63,0.42,ml,17,89,0.04323,0.08,ci,ci37530914,2019-02-14T20:11:17.904Z,"8km WSW of Anza, CA",earthquake,0.17,0.29,0.072,4,reviewed,ci,ci
2019-02-14T11:38:02.160Z,45.883,-112.0216667,-2,0.28,ml,8,96,0.11,0.07,mb,mb80335824,2019-02-14T18:06:37.180Z,"6km ENE of Whitehall, Montana",quarry blast,0.9,31.61,,0,reviewed,mb,mb
2019-02-14T11:19:40.440Z,38.7996667,-122.8181667,2.64,2.29,md,39,60,0.01461,0.05,nc,nc73141805,2019-02-15T03:25:03.801Z,"6km WNW of The Geysers, CA",earthquake,0.17,0.21,0.413,10,reviewed,nc,nc
2019-02-14T11:11:11.290Z,38.8003333,-122.8138333,3.26,1.77,md,34,62,0.01636,0.08,nc,nc73141800,2019-02-16T00:39:04.361Z,"6km WNW of The Geysers, CA",earthquake,0.2,0.27,0.192,6,reviewed,nc,nc
2019-02-14T11:07:37.860Z,36.1785,-120.2156667,18.49,1.94,md,27,135,0.1453,0.09,nc,nc73141795,2019-02-15T02:54:02.602Z,"10km WSW of Huron, CA",earthquake,0.45,0.91,0.307,14,reviewed,nc,nc
2019-02-14T10:59:37.810Z,38.848,-111.4123333,-0.32,1.54,md,7,134,0.06848,0.07,uu,uu60312452,2019-02-14T22:18:27.490Z,"36km SW of Ferron, Utah",earthquake,0.51,0.81,0.101,4,reviewed,uu,uu
2019-02-14T10:48:14.580Z,38.8476667,-111.4071667,-0.94,1.03,ml,6,136,0.06879,0.07,uu,uu60312447,2019-02-14T22:12:47.310Z,"36km SW of Ferron, Utah",earthquake,0.59,0.72,0.386,2,reviewed,uu,uu
2019-02-14T10:41:36.432Z,59.8771,-152.969,118.7,2.2,ml,,,,0.47,ak,ak01922ldtgd,2019-02-14T10:53:23.708Z,"64km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-14T10:39:48.840Z,34.046,-117.1073333,12.42,1,ml,40,36,0.01132,0.14,ci,ci37530898,2019-02-14T19:28:32.548Z,"4km SE of Mentone, CA",earthquake,0.16,0.44,0.125,16,reviewed,ci,ci
2019-02-14T10:07:08.220Z,31.8955,-115.8555,9.38,3.07,ml,29,129,0.1344,0.25,ci,ci37530890,2019-02-14T17:10:00.909Z,"70km ENE of Maneadero, B.C., MX",earthquake,0.4,0.97,0.154,73,reviewed,ci,ci
2019-02-14T09:54:43.200Z,-21.2046,-68.3306,130.07,4.5,mww,,43,1.032,1.26,us,us2000jhus,2019-02-14T10:12:56.040Z,"153km NNE of Calama, Chile",earthquake,6.4,6.7,0.08,15,reviewed,us,us
2019-02-14T09:38:41.330Z,19.4658,-64.8375,72,3.15,md,18,315,1.6658,0.67,pr,pr2019045003,2019-02-14T10:36:20.299Z,"118km N of Road Town, British Virgin Islands",earthquake,7.89,22.82,0.34,15,reviewed,pr,pr
2019-02-14T09:37:22.105Z,37.6392,-115.0987,4.4,1.6,ml,9,105.59,0.514,0.1092,nn,nn00677807,2019-02-14T17:36:10.891Z,"30km N of Alamo, Nevada",earthquake,,6.1,0.32,5,reviewed,nn,nn
2019-02-14T09:22:18.340Z,33.2266667,-116.7393333,12.09,1.15,ml,55,31,0.01875,0.14,ci,ci37530882,2019-02-14T19:22:13.334Z,"3km SE of Lake Henshaw, CA",earthquake,0.14,0.36,0.133,28,reviewed,ci,ci
2019-02-14T09:17:46.780Z,38.8441667,-111.4073333,0.28,1,ml,6,136,0.06533,0.06,uu,uu60312442,2019-02-14T22:08:37.710Z,"36km SW of Ferron, Utah",earthquake,0.73,1.17,0.26,2,reviewed,uu,uu
2019-02-14T08:56:39.910Z,19.3773,-64.8603,87,2.86,md,5,337,1.5821,0.22,pr,pr2019045006,2019-02-15T05:44:44.040Z,"112km N of Road Town, British Virgin Islands",earthquake,4.68,10.8,0.32,5,reviewed,pr,pr
2019-02-14T08:49:14.000Z,38.8055,-122.7783333,1.78,0.96,md,16,96,0.007963,0.05,nc,nc73141775,2019-02-15T16:56:04.478Z,"4km NNW of The Geysers, CA",earthquake,0.21,0.35,0.011,2,reviewed,nc,nc
2019-02-14T08:49:04.210Z,38.7575,-111.531,18.36,1.51,md,6,171,0.08686,0.18,uu,uu60312437,2019-02-14T20:27:19.270Z,"36km SE of Salina, Utah",earthquake,2.22,1.45,0.295,4,reviewed,uu,uu
2019-02-14T08:39:03.600Z,33.4858333,-116.7873333,5.04,0.63,ml,33,33,0.02861,0.15,ci,ci37530874,2019-02-14T18:56:00.950Z,"9km ENE of Aguanga, CA",earthquake,0.15,0.61,0.087,13,reviewed,ci,ci
2019-02-14T08:34:41.260Z,33.4905,-116.7833333,4.75,0.6,ml,18,46,0.08402,0.14,ci,ci37530866,2019-02-14T14:43:23.308Z,"9km NE of Aguanga, CA",earthquake,0.24,0.53,0.123,14,reviewed,ci,ci
2019-02-14T08:33:05.140Z,33.4958333,-116.7883333,4.92,0.35,ml,24,52,0.01931,0.14,ci,ci37205996,2019-02-14T18:51:42.532Z,"9km NE of Aguanga, CA",earthquake,0.18,0.69,0.041,4,reviewed,ci,ci
2019-02-14T08:33:01.530Z,19.0108,-67.6028,122,3.21,md,4,228,1.1189,0.37,pr,pr2019045005,2019-02-15T05:43:22.040Z,"77km NE of Punta Cana, Dominican Republic",earthquake,8.47,7.12,0.01,3,reviewed,pr,pr
2019-02-14T08:32:58.480Z,33.4905,-116.7858333,5.06,0.46,ml,25,35,0.02496,0.13,ci,ci37530858,2019-02-14T18:39:05.726Z,"9km NE of Aguanga, CA",earthquake,0.17,0.54,0.045,10,reviewed,ci,ci
2019-02-14T08:18:52.090Z,38.8345,-122.7831667,1.43,1.87,md,31,60,0.006831,0.05,nc,nc73141770,2019-02-16T01:31:04.664Z,"5km WNW of Cobb, CA",earthquake,0.16,0.24,0.225,8,reviewed,nc,nc
2019-02-14T08:17:49.930Z,40.3693333,-121.3723333,3.11,0.68,md,4,294,0.04741,0.09,nc,nc73141900,2019-02-14T18:43:04.088Z,"14km WNW of Chester, CA",earthquake,1.57,31.61,0.201,4,reviewed,nc,nc
2019-02-14T08:17:07.480Z,36.646,-121.2653333,5.47,1.91,md,19,188,0.05296,0.09,nc,nc73141760,2019-02-15T01:13:03.999Z,"17km SSE of Tres Pinos, CA",earthquake,0.42,0.88,0.367,17,reviewed,nc,nc
2019-02-14T08:16:52.605Z,37.9644,-118.536,10,1.4,ml,8,139.12,0.288,0.1823,nn,nn00677825,2019-02-14T19:02:21.097Z,"51km NE of Mammoth Lakes, California",earthquake,,5.6,0.3,4,reviewed,nn,nn
2019-02-14T08:11:36.400Z,33.4981667,-116.7898333,4.63,0.44,ml,11,152,0.08014,0.08,ci,ci37530850,2019-02-14T14:43:41.327Z,"9km NE of Aguanga, CA",earthquake,0.25,0.34,0.096,9,reviewed,ci,ci
2019-02-14T08:03:22.609Z,63.4915,-147.729,0.9,1.7,ml,,,,0.79,ak,ak01922jyrye,2019-02-14T08:08:23.014Z,"61km E of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-14T08:00:45.780Z,28.144,55.7622,10,4.2,mb,,122,3.21,0.68,us,us2000jhtf,2019-02-14T08:29:48.040Z,"117km NNW of Bandar 'Abbas, Iran",earthquake,6,1.9,0.136,15,reviewed,us,us
2019-02-14T07:54:56.450Z,-5.7821,146.9773,126.21,4.5,mb,,56,3.734,0.85,us,us2000jhtb,2019-02-14T08:25:39.040Z,"103km N of Lae, Papua New Guinea",earthquake,9.6,8.2,0.102,28,reviewed,us,us
2019-02-14T07:52:20.320Z,59.5787,-153.0154,102.7,1.9,ml,,,,0.77,ak,ak01922jnu96,2019-02-14T07:59:30.826Z,"70km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-14T07:47:50.950Z,36.0148333,-117.4033333,6.69,1.17,ml,7,191,0.08171,0.12,ci,ci37530842,2019-02-14T20:29:19.179Z,"28km N of Searles Valley, CA",earthquake,0.44,0.69,0.158,5,reviewed,ci,ci
2019-02-14T07:42:35.030Z,33.6408333,-116.701,13.73,0.68,ml,26,66,0.03603,0.09,ci,ci37530834,2019-02-14T20:08:46.053Z,"10km NNW of Anza, CA",earthquake,0.17,0.3,0.084,12,reviewed,ci,ci
2019-02-14T07:39:07.230Z,33.4226667,-116.6191667,8.31,0.93,ml,35,67,0.07323,0.21,ci,ci37530826,2019-02-14T14:44:32.300Z,"16km SSE of Anza, CA",earthquake,0.28,0.8,0.153,23,reviewed,ci,ci
2019-02-14T07:24:43.800Z,19.3041667,-155.215,6.43,2.18,ml,35,100,0.02457,0.08,hv,hv70810596,2019-02-14T19:15:09.150Z,"14km S of Volcano, Hawaii",earthquake,0.31,0.79,0.195,18,reviewed,hv,hv
2019-02-14T07:18:51.950Z,45.7308,150.3142,65.45,4.9,mb,,165,5.372,0.66,us,us2000jhsr,2019-02-14T07:35:45.040Z,"197km ENE of Kuril'sk, Russia",earthquake,10.6,7.9,0.039,202,reviewed,us,us
2019-02-14T06:59:56.230Z,18.9681,-67.3905,13,2.64,md,3,324,0.8489,0.12,pr,pr2019045004,2019-02-14T12:03:28.842Z,"61km NNW of San Antonio, Puerto Rico",earthquake,6.43,9.15,0.32,2,reviewed,pr,pr
2019-02-14T06:59:23.195Z,61.4699,-149.8936,29.9,2,ml,,,,0.56,ak,ak01922j3wvz,2019-02-14T07:02:20.051Z,"6km SSE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-14T06:50:13.350Z,65.0369,-151.3117,5.9,2.1,ml,,,,0.89,ak,ak01922j1zhs,2019-02-14T06:58:39.105Z,"32km W of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-14T06:48:21.940Z,33.4718333,-116.4811667,9.45,0.75,ml,26,81,0.09504,0.15,ci,ci37530818,2019-02-14T14:44:35.470Z,"20km ESE of Anza, CA",earthquake,0.25,0.53,0.162,16,reviewed,ci,ci
2019-02-14T06:31:35.366Z,61.412,-150.1146,32.9,1.4,ml,,,,0.39,ak,ak01922ixxs0,2019-02-14T06:33:53.446Z,"14km SW of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-14T06:25:08.820Z,36.4097,-96.8774,5,2.6,mb_lg,,89,0.101,0.19,us,us2000jhrx,2019-02-15T01:54:08.230Z,"10km NW of Pawnee, Oklahoma",earthquake,1,1.7,0.093,30,reviewed,us,us
2019-02-14T06:24:46.710Z,0.6528,-77.7826,10,4.8,mb,,76,0.785,1.39,us,us2000jhs0,2019-02-14T21:17:19.357Z,"6km NNE of San Gabriel, Ecuador",earthquake,5.1,1.9,0.045,151,reviewed,us,us
2019-02-14T06:16:59.510Z,33.4703333,-116.4806667,10.1,0.62,ml,23,102,0.07008,0.11,ci,ci37530810,2019-02-14T18:31:29.433Z,"20km ESE of Anza, CA",earthquake,0.22,0.39,0.199,9,reviewed,ci,ci
2019-02-14T06:15:29.460Z,39.3918333,-110.285,-3.35,1.87,md,9,207,0.04476,0.19,uu,uu60312432,2019-02-14T22:04:58.010Z,"20km SSE of East Carbon City, Utah",earthquake,2.05,3.33,0.073,6,reviewed,uu,uu
2019-02-14T06:12:06.520Z,40.4855,-111.9335,3.59,0.98,md,14,67,0.03423,0.15,uu,uu60017414,2019-02-15T20:14:07.370Z,"0km SE of Bluffdale, Utah",earthquake,0.36,1.27,0.158,4,reviewed,uu,uu
2019-02-14T05:52:33.853Z,36.8602,-115.6435,0,0.6,ml,4,353.22,0.342,0.0783,nn,nn00677824,2019-02-14T18:49:59.934Z,"70km SW of Alamo, Nevada",earthquake,,0,0.06,3,reviewed,nn,nn
2019-02-14T05:40:58.010Z,19.4003334,-155.2756653,6.36,1.85,ml,12,83,0.005295,0.23,hv,hv70810516,2019-02-14T05:46:47.220Z,"5km SW of Volcano, Hawaii",earthquake,1.54,1.06,5.98,3,automatic,hv,hv
2019-02-14T05:40:54.610Z,19.4141674,-155.2543335,-0.19,1.75,ml,14,185,0.01799,0.26,hv,hv70810511,2019-02-14T05:46:38.960Z,"2km SW of Volcano, Hawaii",earthquake,0.43,0.59,0.35,7,automatic,hv,hv
2019-02-14T05:36:43.579Z,36.9976,-115.9083,0,0.2,ml,4,342.59,0.095,0.1295,nn,nn00677823,2019-02-14T18:34:37.408Z,"76km E of Beatty, Nevada",earthquake,,0,0.14,3,reviewed,nn,nn
2019-02-14T05:31:41.020Z,38.8023333,-122.7716667,0.56,0.19,md,7,157,0.01299,0.01,nc,nc73141750,2019-02-15T02:49:38.247Z,"3km NNW of The Geysers, CA",earthquake,0.52,1.54,,1,reviewed,nc,nc
2019-02-14T05:23:57.330Z,33.4963333,-116.7833333,6.19,0.41,ml,14,114,0.07889,0.1,ci,ci37530802,2019-02-14T14:44:04.886Z,"10km NE of Aguanga, CA",earthquake,0.28,0.91,0.086,8,reviewed,ci,ci
2019-02-14T05:22:53.260Z,38.8408333,-111.4193333,2.39,1.18,md,5,166,0.06084,0.08,uu,uu60312427,2019-02-14T20:21:37.220Z,"37km SW of Ferron, Utah",earthquake,0.77,5.15,0.12,5,reviewed,uu,uu
2019-02-14T05:14:59.860Z,46.8933333,-112.6435,14.51,1.29,ml,8,141,0.063,0.11,mb,mb80335819,2019-02-14T17:58:25.620Z,"7km SSE of Lincoln, Montana",earthquake,0.57,0.53,0.033,2,reviewed,mb,mb
